H2	CH4	C2H4	C2H6	C2H2
56	90	90	35	0
52	96	86	30	0
40	98	88	32	0
42	102	93	30	0
45	105	96	32	0
47	110	100	35	0
50	112	101	36	0
47	112	68	35	0
50	115	70	36	0
47	100	72	37	0
50	102	77	40	0
52	104	80	42	0
55	102	82	40	0
58	104	85	43	0
60	102	88	41	0
60	109	88	39	0
65	105	90	37	0
60	80	67	28	0
65	68	60	26	0
63	59	59	20	0
65	44	45	8	0
70	40	40	10	0
72	43	41	13	0
6	8	3	10	0
8	8	3	10	0
9	6	2	8	0
10	6	2	8	0
11	6	2	3	0
22	20	2	6	0
20	26	8	15	0
33	30	9	15	0
35	28	10	15	0
30	30	10	15	0
26	35	12	18	0
33	55	14	20	0
30	45	12	19	0
35	35	15	21	0
30	31	8	32	0
18	9	5	5	0
28	4	0	3	0
15	5	0	0	0
49	10	1	4	0
50	15	0	3	0
32	10	1	1	0
30	5	1	10	0
20	5	2	5	0
25	2	0	1	0
10	2	0	2	0
10	1	1	0	0
10	0	0	0	0
10	0	0	0	0
10	0	0	0	0
10	40	6	6	0
20	66	13	14	0
20	8	1	1	0
15	10	2	1	0
10	5	1	1	0
10	0	0	0	0
10	0	0	0	0
5	2	1	1	0
3	1	1	1	0
18	4	1	1	0
13	4	0	1	0
25	4	0	1	0
10	1	0	1	0
12	2	0	1	0
15	2	0	1	0
13	2	0	0	0
6	1	0	0	0
8	1	0	0	0
35	12	5	4	0
42	15	16	11	0
16	6	2	13	0
31	8	0	30	0
15	12	0	0	0
61	20	1	34	0
46	17	0	16	0
46	31	22	15	0
12	9	1	21	0
50	36	4	4	0
15	1	3	34	0
10	2	6	10	0
67	5	9	15	0
36	8	1	66	0
15	10	30	68	0
20	9	1	1	0
10	5	5	1	0
10	3	6	2	0
10	0	1	0	0
30	7	0	3	0
10	1	2	1	0
10	0	4	2	0
22	57	5	10	0
12	55	10	5	0
25	60	0	10	0
15	60	8	3	0
20	63	1	13	0
22	65	2	2	0
70	88	23	27	0
75	89	25	30	0
77	90	28	33	0
80	88	30	34	0
80	11	25	53	0
85	13	20	50	0
85	12	20	55	0
86	10	20	57	0
3	8	1	20	0
3	9	1	22	0
10	2	0	3	0
7	2	0	3	0
10	1	0	2	0
18	10	12	18	0
16	12	16	20	0
21	10	17	18	0
20	11	16	18	0
21	12	17	21	0
19	9	21	23	0
21	6	0	2	0
41	8	0	0	0
44	26	4	10	0
65	31	12	31	0
72	32	15	35	0
63	40	30	50	0
35	50	45	69	0
30	40	45	40	0
35	44	52	45	0
42	50	60	50	0
45	53	62	52	0
45	55	65	50	0
47	57	67	53	0
50	60	70	55	0
52	61	71	58	0
50	62	55	60	0
53	65	57	62	0
40	70	60	64	0
45	70	67	70	0
48	72	70	72	0
50	70	72	75	0
49	73	75	78	0
50	75	80	79	0
55	77	85	81	0
58	68	85	82	0
60	65	90	78	0
62	50	88	75	0
65	52	90	78	0
65	50	88	75	0
60	46	90	76	0
60	50	93	76	0
63	50	96	79	0
6	9	4	36	0
6	21	5	48	0
13	10	2	12	0
12	10	2	12	0
12	15	2	14	0
11	16	2	14	0
9	18	2	12	0
4	20	1	10	0
4	9	0	9	0
6	2	1	10	0
12	13	0	0	0
10	3	0	0	0
10	0	17	2	0
21	26	1	23	0
47	51	1	10	0
56	60	2	16	0
60	70	10	30	0
30	80	20	40	0
35	90	25	48	0
57	98	20	40	0
60	100	22	42	0
62	103	25	45	0
65	20	27	12	0
67	22	30	15	0
70	20	33	18	0
72	20	35	20	0
70	18	34	21	0
72	14	30	20	0
75	13	31	17	0
76	15	30	17	0
10	88	169	73	0
17	114	202	77	0
15	109	210	84	0
29	25	36	20	0
22	24	39	20	0
17	26	35	20	0
20	30	35	20	0
20	35	35	20	0
28	40	32	20	0
27	42	34	19	0
30	44	36	19	0
34	45	41	20	0
20	15	30	21	0
21	10	31	20	0
18	2	3	0	0
16	0	3	0	0
10	0	2	0	0
75	151	165	53	0
52	143	159	47	0
51	139	155	45	0
33	101	118	36	0
38	104	121	35	0
35	91	115	25	0
39	95	120	28	0
36	81	111	32	0
41	85	117	34	0
32	77	96	30	0
35	75	101	25	0
31	70	81	32	0
25	11	50	16	0
36	16	62	21	0
41	22	65	24	0
31	20	42	10	0
52	31	80	15	0
61	35	94	25	0
65	37	90	18	0
71	30	69	17	0
85	21	67	14	0
87	91	119	26	0
61	27	5	2	0
31	34	44	12	0
39	15	21	6	0
45	2	5	3	0
140	91	180	55	0
68	78	96	49	0
85	81	98	48	0
90	85	105	53	0
91	79	89	45	0
86	73	79	38	0
70	70	50	40	0
73	78	50	42	0
81	90	55	50	0
55	98	60	55	0
55	115	95	60	0
57	108	66	60	0
60	112	68	63	0
50	110	66	70	0
60	120	60	76	0
48	107	38	52	0
50	110	40	55	0
52	112	43	57	0
55	116	45	60	0
60	120	47	62	0
67	122	52	64	0
70	125	55	66	0
72	120	43	34	0
70	110	44	35	0
72	35	37	36	0
74	37	30	34	0
75	30	26	34	0
78	28	25	31	0
2	11	2	61	0
17	30	1	98	0
10	2	0	7	0
7	1	0	8	0
22	40	6	96	0
25	45	5	90	0
23	52	5	86	0
16	48	4	60	0
20	31	2	53	0
14	40	2	65	0
12	42	3	68	0
14	33	7	76	0
35	2	0	6	0
11	3	1	21	0
15	40	2	22	0
24	61	1	26	0
30	16	1	15	0
39	20	0	19	0
30	25	1	8	0
20	23	1	12	0
20	22	0	14	0
22	15	0	3	0
20	12	1	4	0
22	10	1	3	0
25	1	1	1	0
10	1	2	2	0
10	0	0	0	0
57	65	38	57	0
60	68	40	60	0
63	65	40	63	0
65	68	30	68	0
70	67	25	71	0
75	68	24	54	0
80	69	12	42	0
83	70	12	35	0
85	40	12	35	0
7	6	2	16	0
11	7	2	19	0
9	0	0	8	0
5	0	0	5	0
2	0	0	3	0
30	30	3	55	0
39	58	4	60	0
34	53	4	60	0
38	13	4	65	0
22	11	2	22	0
25	3	0	0	0
50	8	0	1	0
12	17	0	16	0
25	15	0	8	0
56	20	2	29	0
25	30	3	20	0
30	40	5	30	0
20	42	10	35	0
25	46	20	52	0
30	42	22	55	0
32	45	25	60	0
35	47	28	63	0
40	50	30	67	0
42	52	33	70	0
48	50	35	73	0
42	40	32	68	0
45	38	30	70	0
47	40	30	76	0
48	42	25	80	0
45	18	20	81	0
50	20	20	80	0
48	19	15	82	0
50	18	17	80	0
55	18	10	85	0
55	20	10	80	0
55	25	8	86	0
21	36	41	52	1
11	30	34	40	2
18	32	44	47	3
24	34	46	48	3
28	38	51	60	3
4	21	41	52	2
28	36	44	56	0
23	36	39	53	0
18	25	27	13	0
11	4	2	5	0
9	1	2	4	0
9	0	2	4	0
32	16	10	20	0
20	12	9	16	0
22	14	10	15	0
23	12	10	15	0
20	12	10	15	0
19	14	10	14	0
4	1	1	5	0
24	28	6	35	0
23	26	5	34	0
21	5	6	20	0
59	15	6	26	0
14	11	10	28	0
12	11	12	33	0
21	42	16	53	0
33	5	3	18	0
31	3	3	18	0
43	5	1	7	0
51	5	0	25	0
41	2	1	3	0
57	3	0	4	0
53	44	6	55	0
61	40	30	65	0
72	45	7	75	0
43	14	5	6	0
38	21	3	42	0
51	15	5	35	0
58	10	0	8	0
55	13	2	1	0
14	2	0	0	0
30	1	1	3	0
10	1	1	3	0
10	0	1	2	0
70	30	50	10	0
80	15	25	4	0
92	20	38	7	0
101	30	45	8	0
105	33	50	10	0
22	35	52	13	0
20	37	50	15	0
22	40	52	16	0
25	42	55	15	0
28	44	58	18	0
25	15	5	6	0
20	10	2	3	0
15	3	1	2	0
10	1	1	1	0
10	1	0	0	0
90	105	105	67	0
92	95	108	70	0
95	98	110	72	0
97	96	112	70	0
100	101	114	73	0
105	103	110	72	0
110	99	105	70	0
115	97	98	65	0
120	95	95	65	0
125	93	97	68	0
135	95	95	61	0
145	96	94	63	0
150	97	90	60	0
156	96	92	64	1
74	47	45	30	1
25	53	53	47	4
23	25	48	44	3
25	25	44	39	3
25	24	47	38	3
27	15	47	43	4
27	24	45	39	0
26	23	36	29	0
4	5	7	6	0
10	2	2	2	0
11	1	2	2	0
5	0	0	0	0
2	0	0	0	0
2	0	0	0	0
17	20	28	30	0
13	28	32	36	0
10	2	0	7	0
29	60	37	43	0
25	50	30	38	0
35	60	38	45	0
36	60	40	45	0
32	66	44	46	0
37	60	40	39	0
38	58	40	40	0
43	51	48	46	0
28	55	50	42	0
17	42	37	39	0
15	45	42	44	0
21	50	46	41	0
25	55	50	44	0
17	6	13	17	0
51	16	36	32	0
21	5	11	12	0
39	6	1	2	0
21	12	10	26	0
12	11	12	9	1
15	11	4	6	0
11	24	10	11	0
15	32	12	44	0
21	3	17	12	0
31	5	1	1	0
38	8	3	2	0
15	12	10	24	0
30	30	10	65	0
20	19	10	50	0
10	8	12	55	0
10	4	1	1	0
10	1	0	0	0
10	12	15	60	0
10	10	18	65	0
10	12	20	65	0
10	5	4	2	0
80	110	120	98	0
72	155	82	78	2
75	157	85	80	1
77	160	87	82	0
80	163	90	85	0
60	165	93	88	0
62	167	95	90	0
65	170	98	92	0
68	163	100	93	0
70	165	102	94	3
72	168	102	78	3
70	156	105	80	4
68	154	103	78	3
70	152	105	80	3
72	150	95	75	3
70	145	90	77	3
52	59	72	16	0
56	63	63	18	1
60	60	55	20	0
55	62	52	15	0
55	60	30	16	0
51	59	31	16	1
55	62	15	30	0
26	30	48	35	2
33	32	53	38	3
34	33	52	40	3
22	27	48	32	2
25	28	51	38	2
17	28	54	39	3
32	28	50	36	0
31	27	41	30	0
18	13	22	11	0
18	10	4	6	0
15	8	4	5	0
12	10	14	12	0
10	9	10	12	0
11	10	12	12	0
18	26	20	16	0
25	35	30	30	0
26	35	30	30	0
28	36	30	30	0
28	24	30	32	0
32	26	40	35	0
31	28	41	36	0
29	31	44	38	0
25	27	26	11	0
12	30	32	13	0
14	29	35	14	0
16	31	38	14	0
11	12	13	8	0
10	13	11	8	0
11	7	5	2	0
20	5	3	4	0
33	8	2	5	0
22	11	3	2	0
19	8	8	4	0
30	14	5	10	0
37	3	12	6	0
16	4	8	7	0
53	8	5	4	0
61	10	8	6	0
30	15	2	1	0
61	20	30	15	0
35	30	50	20	0
40	27	52	20	0
50	30	57	23	0
10	0	1	1	1
10	0	3	2	0
10	0	0	0	0
90	60	65	47	0
100	65	71	51	0
106	70	75	56	0
37	72	76	57	0
40	75	80	60	0
42	76	72	70	0
40	78	75	73	0
42	80	77	75	0
45	82	80	77	0
47	86	82	80	0
50	88	85	83	0
40	90	87	85	0
38	93	90	87	0
42	95	92	90	0
45	97	95	92	0
48	100	98	95	0
45	103	100	95	0
50	117	80	63	0
48	78	80	40	0
50	80	55	35	0
85	95	62	56	0
87	94	65	55	0
85	92	69	56	0
86	91	74	60	0
87	95	76	38	0
88	94	79	41	1
68	163	100	93	0
35	20	5	19	0
30	9	3	7	0
32	1	0	5	0
34	1	1	5	0
35	2	1	5	0
36	2	0	0	0
5	8	1	2	0
2	7	1	1	0
13	10	0	0	0
15	10	0	0	0
12	10	0	0	0
20	13	2	4	0
25	10	0	0	0
28	10	0	0	0
12	11	0	0	0
10	10	0	0	0
9	12	0	0	0
5	4	0	0	0
6	8	0	6	0
9	12	1	2	0
4	8	1	1	0
10	7	0	0	0
16	7	0	0	0
26	11	0	0	0
33	11	0	0	0
40	8	0	0	0
35	6	0	0	0
10	6	0	0	0
11	9	0	0	0
12	11	0	0	0
5	3	0	0	0
12	5	0	0	0
53	24	3	11	0
10	24	3	8	0
21	10	1	2	0
25	11	1	2	0
17	12	1	1	0
20	12	0	1	0
22	10	0	1	0
20	8	0	0	0
23	8	0	5	0
22	8	0	6	0
26	10	1	10	0
32	13	0	15	0
17	8	0	0	0
39	16	1	0	0
45	15	3	2	0
5	11	1	3	0
3	12	1	2	0
11	8	0	0	0
14	8	0	0	0
17	5	0	0	0
27	8	0	0	0
36	8	0	0	0
38	10	0	0	0
12	12	0	0	0
10	11	0	0	0
11	12	0	0	0
11	5	0	0	0
6	8	0	0	0
10	20	2	4	0
23	25	3	8	0
15	8	1	1	0
12	7	1	1	0
15	6	1	0	0
18	7	1	1	0
16	8	1	0	0
17	8	1	1	0
20	8	1	1	0
18	5	1	1	0
15	8	1	1	0
21	10	1	1	0
16	3	0	0	0
51	3	0	0	0
39	5	0	0	0
4	2	0	0	0
2	0	0	0	0
2	0	0	0	0
2	0	0	0	0
25	23	3	13	0
9	17	2	9	0
10	10	1	3	0
13	11	1	2	0
21	10	2	2	0
24	12	2	2	0
22	13	1	1	0
25	12	1	1	0
35	13	1	1	0
32	12	1	1	0
35	15	2	2	0
15	16	1	1	0
15	3	0	0	0
21	1	0	0	0
10	2	0	0	0
20	38	4	22	0
29	44	6	24	0
8	8	2	6	0
13	12	2	6	0
16	12	2	6	0
18	16	4	4	0
18	15	6	4	0
20	15	8	5	0
18	17	10	5	0
21	19	10	5	0
15	16	11	4	0
8	5	1	1	0
5	6	1	1	0
11	9	0	3	0
50	7	0	0	0
5	24	3	5	0
14	21	2	4	0
10	11	2	1	0
10	9	1	1	0
7	9	1	1	0
10	10	1	1	0
9	7	8	8	0
10	10	10	9	0
12	10	15	15	0
35	21	41	25	0
45	26	45	28	0
41	18	48	30	0
4	6	1	0	0
11	8	0	1	0
12	6	0	0	0
45	62	6	28	0
70	72	10	34	0
18	14	3	14	0
28	18	3	6	0
33	20	3	6	0
36	19	4	4	0
36	17	6	4	0
56	29	7	6	0
58	17	7	3	0
60	10	8	3	0
18	12	9	4	0
10	4	0	0	0
11	5	0	0	0
13	8	1	3	0
61	2	0	0	0
7	5	1	1	0
3	4	0	1	0
17	1	0	0	0
10	1	0	0	0
7	1	0	0	0
20	1	0	0	0
22	1	0	0	0
32	2	0	0	0
16	4	0	0	0
20	5	0	0	0
21	6	0	0	0
11	3	0	0	0
21	5	0	0	0
11	7	2	1	0
2	3	1	1	0
17	2	0	0	0
12	2	0	0	0
11	1	0	0	0
30	1	0	0	0
28	0	0	0	0
32	3	0	0	0
18	5	0	0	0
15	3	1	1	0
12	4	0	0	0
14	3	0	0	0
21	6	0	0	0
4	3	0	1	0
6	1	0	0	0
4	0	0	0	0
4	0	0	0	0
11	6	1	1	0
13	8	1	2	0
3	4	0	1	0
17	3	1	1	0
26	5	2	2	0
15	3	3	2	0
21	3	4	2	0
23	3	4	2	0
36	4	4	2	0
16	5	5	4	0
20	5	8	8	0
11	2	0	0	0
12	3	0	0	0
15	7	0	0	0
7	7	1	1	0
10	8	1	1	0
13	3	1	0	0
16	6	1	0	0
17	6	1	0	0
8	6	1	0	0
10	6	1	1	0
13	8	1	1	0
11	8	1	1	0
12	8	0	0	0
15	5	1	1	0
11	4	2	1	0
21	2	5	3	0
12	3	0	0	0
38	1	0	0	0
6	0	0	0	0
0	0	0	0	0
7	7	1	1	0
10	8	1	1	0
4	0	0	0	0
3	1	0	0	0
8	3	1	0	0
9	3	1	0	0
12	8	8	5	0
15	12	9	5	0
16	12	10	6	0
18	13	11	6	0
15	12	18	8	0
10	6	8	3	0
12	9	11	5	0
9	3	0	1	0
12	3	0	0	0
4	1	0	0	0
9	0	0	0	0
6	6	1	1	0
2	8	1	1	0
11	5	1	0	0
13	5	1	0	0
15	4	1	0	0
7	2	1	0	0
10	8	8	6	0
12	10	10	7	0
12	10	13	8	0
19	18	18	8	0
12	9	9	4	0
16	11	16	6	0
17	3	0	0	0
15	5	0	0	0
51	2	0	0	0
105	1	0	0	0
7	0	0	0	0
5	10	2	4	0
3	9	2	3	0
2	9	1	3	0
4	6	1	3	0
12	6	1	3	0
17	6	1	1	0
22	6	1	1	0
19	8	1	1	0
23	10	1	1	0
10	10	1	1	0
15	10	1	1	0
18	11	1	2	0
20	10	1	2	0
22	12	1	2	0
34	16	1	2	0
26	15	2	2	0
25	50	2	2	0
26	16	2	2	0
12	8	2	2	0
15	10	0	0	0
12	8	0	0	0
17	11	0	0	0
5	7	1	1	0
18	3	1	0	0
25	8	0	0	0
12	2	0	0	0
13	0	0	0	0
15	0	0	0	0
12	0	0	0	0
7	14	2	6	0
7	14	3	7	0
9	17	3	7	0
5	12	2	7	0
16	7	1	3	0
13	6	1	1	0
15	6	1	1	0
18	12	1	1	0
20	10	1	2	0
6	8	2	2	0
8	9	2	2	0
13	10	2	2	0
10	10	2	2	0
13	10	2	2	0
35	8	1	1	0
30	10	2	1	0
29	40	2	1	0
36	8	2	1	0
26	6	1	1	0
20	9	1	0	0
21	9	2	1	0
14	3	1	1	0
13	2	0	0	0
18	3	1	0	0
31	6	0	0	0
20	0	0	0	0
9	10	2	3	0
11	12	3	4	0
15	14	2	4	0
4	9	2	4	0
7	3	1	2	0
15	5	1	1	0
17	4	1	1	0
19	8	1	1	0
17	8	1	1	0
10	5	1	1	0
10	4	1	1	0
10	5	1	1	0
15	7	2	1	0
18	7	2	2	0
20	8	2	2	0
17	9	2	2	0
18	30	3	2	0
18	8	3	2	0
10	5	1	1	0
15	8	1	1	0
19	4	2	1	0
11	3	1	1	0
12	2	0	0	0
21	5	3	1	0
35	6	0	0	0
69	0	14	6	0
15	4	0	0	0
10	0	0	0	0
6	0	0	0	0
10	0	0	0	0
10	10	2	4	0
14	12	3	4	0
19	15	3	4	0
5	7	2	3	0
14	3	1	0	0
15	6	1	0	0
15	4	1	0	0
12	10	1	0	0
15	11	1	1	0
16	10	1	1	0
16	7	1	1	0
25	11	1	2	0
29	10	1	2	0
27	10	1	2	0
22	7	0	1	0
15	10	0	0	0
15	35	0	0	0
14	11	0	0	0
10	8	0	0	0
12	11	1	1	0
16	12	2	1	0
13	14	0	0	0
8	6	1	1	0
10	5	0	0	0
25	3	0	0	0
33	5	0	0	0
5	0	0	0	0
10	3	0	0	0
3	1	0	0	0
9	13	3	4	0
9	14	3	3	0
8	10	2	3	0
4	8	3	4	0
14	3	1	0	0
19	12	1	2	0
21	12	1	1	0
24	18	1	1	0
28	10	1	1	0
30	8	1	1	0
28	7	1	1	0
22	10	1	1	0
20	10	1	1	0
21	12	1	1	0
18	10	1	1	0
16	10	1	1	0
18	40	1	1	0
21	12	1	1	0
18	10	1	1	0
35	16	15	2	0
11	14	17	3	0
5	16	1	1	0
8	9	2	2	0
12	5	0	0	0
16	3	0	0	0
25	5	0	0	0
12	4	0	0	0
2	1	0	0	0
13	15	2	6	0
9	13	2	6	0
11	15	3	7	0
5	8	2	4	0
7	4	1	1	0
13	4	1	1	0
10	3	1	0	0
12	8	1	1	0
17	12	2	2	0
22	14	2	2	0
17	14	2	4	0
20	17	2	2	0
25	15	2	2	0
25	15	2	2	0
24	14	2	2	0
20	12	2	2	0
22	15	2	2	0
23	14	2	2	0
10	6	1	1	0
10	11	1	1	0
12	4	2	1	0
17	6	0	0	0
14	3	0	0	0
12	4	0	0	0
21	6	0	0	0
36	11	0	0	0
15	3	0	0	0
3	1	0	0	0
6	22	3	55	0
8	21	2	53	0
6	21	2	54	0
23	7	1	10	0
33	6	1	10	0
20	10	4	15	0
26	16	6	30	0
28	18	6	29	0
32	18	5	28	0
34	21	5	30	0
31	15	2	15	0
12	10	0	5	0
21	3	2	5	0
12	6	0	5	0
23	1	0	1	0
73	8	1	5	0
88	10	0	0	0
98	5	1	1	0
32	3	1	1	0
35	5	2	3	0
40	3	1	5	0
60	5	2	8	0
65	6	3	11	0
68	5	2	10	0
72	1	0	0	0
10	0	0	0	0
65	85	15	22	0
67	88	20	26	0
72	90	25	28	0
75	92	26	30	0
5	0	0	0	0
15	10	0	0	0
10	0	0	0	0
60	80	64	28	0
6	19	0	0	0
8	16	0	0	0
3	12	0	0	0
120	535	865	300	2
85	57	1010	510	0
90	60	1030	521	0
60	57	186	136	0
35	48	143	82	0
73	8	1	6	0
80	10	2	10	0
50	102	132	75	2
58	110	140	80	3
10	100	115	67	0
50	102	120	70	0
186	920	2711	490	21
120	198	2692	470	2
45	170	2442	250	1
13	5	1	1	0
17	4	1	1	0
13	4	0	2	0
15	5	0	2	0
12	10	3	2	0
17	10	2	2	0
8	16	0	2	0
3	20	0	19	0
219	42	3	98	0
188	38	4	94	0
208	37	3	79	0
227	38	3	88	0
257	41	3	100	0
185	38	3	102	0
195	37	3	95	0
70	26	3	72	0
101	18	1	21	0
119	19	1	18	0
112	16	1	14	0
103	17	1	12	0
110	13	1	13	0
90	10	1	11	0
86	10	1	12	0
97	10	2	13	0
80	6	0	6	0
62	3	0	1	0
50	2	0	1	0
25	2	0	1	0
2	2	1	1	0
196	40	3	81	0
216	42	3	89	0
198	32	3	75	0
235	35	3	85	0
259	35	3	87	0
259	45	3	99	0
268	45	3	95	0
73	16	2	69	0
95	15	1	18	0
83	13	1	14	0
76	12	1	11	0
81	15	1	10	0
90	15	1	11	0
83	10	1	8	0
94	5	1	8	0
102	3	1	0	0
130	8	1	6	0
60	3	1	3	0
15	0	0	0	0
18	0	0	0	0
1	0	0	0	0
15	5	0	0	0
10	3	0	0	0
10	2	0	0	0
45	8	3	5	0
48	10	2	5	0
50	8	1	1	0
35	10	2	3	0
36	8	1	1	0
37	7	1	0	0
16	6	0	0	0
12	4	0	0	0
5	0	0	0	0
10	3	0	0	0
26	12	2	4	0
30	10	2	3	0
25	8	1	0	0
32	10	2	1	0
36	8	1	1	0
36	6	1	0	0
12	3	0	0	0
10	2	0	1	0
10	2	1	0	0
45	10	6	8	0
47	12	2	10	0
50	10	0	0	0
61	0	0	0	0
44	0	0	0	0
25	1	1	0	0
16	6	0	0	0
10	2	0	0	0
12	3	0	1	0
10	0	0	0	0
10	1	0	1	0
42	18	8	65	0
45	20	10	68	0
50	15	1	1	0
52	10	0	0	0
59	0	0	0	0
38	1	0	1	0
37	1	0	1	0
22	3	0	0	0
30	5	0	1	0
40	1	1	1	0
10	2	2	0	0
45	1	0	1	2
390	130	320	25	310
56	12	1	1	0
60	10	0	1	0
62	2	0	1	0
60	3	1	2	0
58	2	1	3	0
20	5	0	0	0
10	2	0	0	0
10	1	0	1	0
22	20	8	65	0
20	22	10	67	0
30	15	3	2	0
32	10	5	3	0
34	5	7	5	0
35	6	8	6	0
33	2	1	2	0
52	3	0	0	0
60	5	0	0	0
70	2	0	0	0
40	1	0	0	0
88	1	0	0	1
379	110	204	31	242
35	10	0	1	0
38	12	0	0	0
60	10	0	0	0
61	10	0	0	0
27	10	0	0	0
29	10	0	0	0
25	3	0	0	0
25	10	0	0	0
18	3	1	0	0
12	5	0	1	0
10	5	0	2	0
45	19	0	6	0
46	10	0	1	0
50	12	1	2	0
75	10	0	0	0
73	10	0	1	0
74	10	0	2	0
71	10	1	3	0
70	3	0	0	0
68	10	1	2	0
10	10	0	0	0
15	3	0	1	0
12	1	0	0	0
10	15	8	66	0
10	10	10	65	0
5	4	0	0	0
10	0	0	0	0
108	1	0	0	0
120	2	0	0	0
20	3	0	0	0
22	5	1	0	0
30	2	0	20	0
12	3	1	38	0
10	2	0	35	0
40	10	3	68	0
35	8	0	1	0
40	10	0	2	0
41	0	0	1	0
26	2	0	2	0
24	2	1	3	0
10	0	0	0	0
10	0	0	0	0
350	36	25	2	56
10	9	2	35	0
10	8	2	38	0
15	20	5	68	0
12	5	0	0	0
10	0	0	0	0
52	8	1	2	0
52	10	0	2	0
55	0	0	1	0
51	2	0	2	0
23	3	1	2	0
16	5	0	0	0
13	3	0	0	0
10	1	0	1	0
10	8	2	30	0
10	6	1	25	0
15	10	10	65	0
18	5	0	1	0
50	10	2	3	0
10	0	0	0	0
55	5	0	0	0
58	1	0	0	0
26	2	1	0	0
25	2	1	1	0
10	0	0	0	0
10	0	0	0	0
32	40	72	58	0
40	45	80	62	0
44	53	90	60	0
35	10	0	0	0
38	0	0	0	0
39	1	1	1	0
40	2	1	1	0
15	5	1	0	0
10	2	0	0	0
13	3	0	0	0
10	1	0	1	0
10	2	1	1	0
68	98	60	48	0
80	105	65	52	0
85	110	60	50	0
75	10	0	0	0
81	0	0	0	0
78	1	1	1	0
73	2	1	1	0
15	10	0	1	0
12	2	0	2	0
10	1	1	0	0
70	102	75	102	0
80	110	90	110	0
25	15	2	3	0
57	5	0	5	0
33	6	1	6	0
19	5	2	5	0
20	2	1	0	3
20	62	0	10	0
25	12	2	0	25
16	73	96	72	0
30	53	72	48	0
43	18	31	14	0
35	15	26	12	0
22	10	26	12	0
26	22	32	10	0
30	24	36	10	0
27	21	30	8	0
20	18	22	7	0
20	18	23	7	0
20	20	24	7	0
20	18	25	7	0
20	18	24	7	0
20	18	25	7	0
16	13	21	7	0
17	13	18	6	0
18	13	19	6	0
18	11	20	6	0
18	10	20	6	0
20	10	23	6	0
20	10	22	6	0
20	10	23	6	0
20	10	22	6	0
20	10	25	7	0
18	9	25	7	0
17	8	23	7	0
16	8	22	7	0
14	6	21	5	0
6	44	2	60	0
6	45	2	61	0
13	5	0	6	0
10	3	0	5	0
12	3	0	5	0
4	0	0	0	0
18	7	1	10	0
10	5	2	10	0
5	2	2	11	0
15	45	5	55	0
18	11	2	1	0
23	5	2	19	0
9	15	5	20	0
7	13	1	5	0
26	65	5	33	0
35	80	12	55	0
40	90	15	65	0
45	105	15	66	0
12	10	7	38	0
14	5	2	6	0
15	35	20	65	0
22	45	20	68	0
25	47	18	70	0
8	114	103	127	0
9	161	149	177	0
18	172	146	160	0
19	38	22	28	0
17	30	20	25	0
18	35	25	27	0
3	25	14	11	0
30	95	62	46	0
32	90	65	50	0
35	60	54	25	0
38	64	58	34	0
2	3	2	1	0
32	21	46	22	0
11	62	45	15	0
18	75	64	37	0
21	81	54	30	0
28	84	57	33	0
52	82	16	10	0
60	92	30	20	0
50	102	62	55	0
25	110	65	60	0
30	115	70	65	0
35	117	73	66	0
28	102	60	66	0
25	47	25	69	0
7	27	1	31	0
13	24	1	16	0
13	10	1	10	0
10	10	1	11	0
7	10	1	8	0
20	84	4	50	0
26	85	6	50	0
31	90	7	59	0
25	82	8	50	0
10	80	8	42	0
12	15	5	45	0
16	16	1	24	0
32	21	1	19	0
36	5	0	4	0
8	63	0	41	0
9	70	0	32	0
40	117	78	43	0
35	27	28	11	0
32	30	35	15	0
20	38	1	60	0
20	25	10	65	0
42	90	20	15	0
50	105	43	25	0
64	139	60	35	0
67	143	64	37	0
70	147	68	40	0
72	150	72	42	0
75	155	76	44	0
77	158	79	45	0
80	160	82	47	0
23	41	11	52	0
9	4	24	4	0
14	4	24	4	0
3	2	20	3	0
15	5	5	1	0
13	5	5	2	0
15	5	6	2	0
12	6	14	20	0
17	6	6	1	0
13	5	6	1	0
14	5	2	1	0
15	4	2	1	0
15	3	4	2	0
51	5	1	1	0
60	5	2	1	0
29	2	0	0	0
24	7	0	1	0
21	22	1	5	0
30	25	5	30	0
38	20	12	60	0
25	45	25	67	0
20	35	20	65	0
25	30	15	3	0
32	42	22	8	0
35	45	25	10	0
35	40	20	13	0
40	42	22	15	0
42	45	28	18	0
46	47	30	20	0
25	15	5	20	0
10	0	0	0	0
10	0	0	0	0
25	57	4	27	0
26	0	0	0	0
5	48	3	36	0
9	10	3	6	0
18	4	1	4	0
18	3	1	0	0
5	0	1	0	0
8	0	0	0	0
12	9	2	6	0
10	6	2	7	0
10	7	1	8	0
11	5	1	1	0
21	2	0	0	0
25	2	0	0	0
22	4	1	4	0
10	0	1	1	0
3	2	4	1	0
5	7	24	4	0
6	2	0	0	0
13	1	1	1	0
2	0	0	0	0
10	16	28	9	0
17	10	6	4	0
14	4	9	5	0
15	4	5	7	0
8	2	0	0	0
10	7	0	0	0
11	3	3	1	0
12	10	0	0	0
3	8	0	6	0
15	5	1	1	0
18	0	0	0	0
30	15	1	0	0
47	4	0	0	0
10	0	5	1	0
20	5	0	0	0
25	6	1	0	0
18	8	1	0	0
20	10	1	1	0
91	115	15	98	0
1273	1026	1290	241	60
650	490	830	130	41
560	410	790	108	33
510	390	760	98	30
650	435	837	118	40
