H2	CH4	C2H4	C2H6	C2H2
20	15	16	10	0
20	16	22	18	0
23	20	26	20	0
24	16	21	6	0
18	5	23	6	0
12	3	5	7	0
5	1	0	0	0
10	4	1	9	0
61	3	0	1	0
101	5	2	10	0
10	1	0	1	0
32	6	40	36	0
40	8	45	40	0
45	10	52	50	0
40	6	50	56	0
30	10	10	64	0
25	4	0	2	0
10	3	0	0	0
10	5	1	0	0
20	28	22	15	0
22	30	26	17	0
25	32	27	15	0
27	33	30	17	0
30	36	32	28	0
28	30	31	25	0
30	32	30	24	0
32	33	32	18	0
35	30	30	20	0
30	28	32	22	0
25	24	31	24	0
28	17	0	20	0
25	0	0	0	0
75	25	1	1	0
79	0	0	10	0
8	18	25	10	1
8	19	28	13	2
8	17	28	12	3
5	16	25	9	2
15	6	7	2	2
16	5	7	3	2
18	5	7	3	3
15	6	6	2	2
5	1	3	0	0
27	7	8	2	1
77	44	64	21	11
65	40	58	20	8
68	31	50	22	8
51	34	58	26	8
40	32	58	27	8
37	35	60	30	8
35	35	60	28	8
40	38	67	32	8
46	40	70	35	0
44	40	70	36	0
48	40	72	38	0
55	40	70	40	0
58	45	75	45	0
65	48	78	46	0
59	35	60	42	0
62	30	62	40	0
65	25	65	35	0
51	24	48	20	0
42	5	6	2	0
20	10	1	1	0
30	11	1	2	0
5	3	0	1	0
6	1	0	0	0
6	0	0	0	0
60	10	1	1	0
95	16	1	1	0
105	20	2	3	0
39	10	2	2	0
12	5	0	1	0
10	3	0	1	0
10	0	1	1	0
20	13	1	0	0
25	17	8	9	0
30	18	9	10	0
32	20	8	10	0
35	22	10	12	0
30	20	12	13	0
30	15	5	6	0
25	10	2	2	0
30	10	0	0	0
25	0	0	0	0
58	80	58	20	0
62	83	62	20	0
64	85	65	20	0
61	81	62	19	0
3	62	50	75	0
3	64	51	81	0
3	55	45	67	0
4	0	0	0	0
22	29	18	20	0
20	22	16	20	0
20	30	28	22	0
1	0	0	0	0
25	20	44	40	0
30	38	45	40	0
32	43	61	45	0
35	46	63	48	0
31	39	66	51	0
15	11	10	9	0
20	5	2	15	0
31	5	3	3	0
31	5	4	3	0
5	3	0	0	0
93	19	5	6	0
21	20	9	10	0
12	5	0	1	0
16	3	1	1	0
12	5	2	1	0
42	8	0	30	0
15	10	0	65	0
10	5	0	5	0
10	2	1	1	0
10	5	1	2	0
10	0	0	0	0
10	35	0	15	0
10	40	0	21	0
10	2	1	1	0
10	1	0	0	0
12	2	1	3	0
40	38	16	60	0
42	40	25	68	0
40	36	28	70	0
45	30	30	75	0
40	25	28	71	0
43	24	14	54	0
45	25	15	50	0
41	20	17	52	0
4	88	26	206	0
3	64	20	159	0
3	46	17	83	0
30	40	12	48	0
32	42	12	46	0
28	33	16	42	0
30	30	20	39	0
30	35	20	42	0
31	32	21	38	0
30	34	20	40	0
30	26	22	46	0
32	30	25	52	0
35	26	28	56	0
16	11	8	16	0
10	19	11	24	0
12	4	2	1	0
98	41	15	33	0
58	33	0	23	0
28	6	1	5	0
21	11	32	16	0
24	16	43	30	0
30	20	52	35	0
10	15	35	30	0
10	6	4	3	0
12	10	1	2	0
10	5	0	2	0
10	1	0	0	0
18	8	5	11	0
12	10	2	4	0
10	8	1	5	0
12	10	1	7	0
12	10	1	2	0
10	0	0	0	0
10	5	0	1	0
15	10	4	14	0
62	70	18	15	0
65	60	20	16	0
65	62	20	18	0
55	65	20	17	0
4	55	55	79	0
4	69	62	91	0
3	45	41	63	0
3	45	41	55	0
29	29	18	20	0
36	30	20	20	0
37	28	24	30	0
35	30	34	36	0
40	30	34	40	0
40	26	35	45	0
41	23	34	47	0
35	19	32	46	0
19	12	28	51	0
12	6	6	27	0
15	2	3	30	0
11	3	2	33	0
47	22	10	15	0
20	9	9	6	0
41	2	3	2	0
25	1	6	3	0
30	2	6	4	0
10	24	0	0	0
10	2	1	1	0
10	3	5	3	0
10	5	2	3	0
10	2	1	1	0
10	2	2	3	0
10	2	3	4	0
25	70	80	30	0
20	37	66	26	0
20	40	20	17	0
22	43	22	20	0
20	45	25	22	0
15	40	28	25	0
10	0	0	0	0
5	0	0	0	0
25	112	133	26	0
25	110	42	16	0
23	27	44	14	1
25	10	8	3	0
25	4	5	2	0
4	0	0	1	0
22	71	64	23	0
104	84	90	53	0
8	36	49	20	0
11	40	65	29	0
4	22	30	18	0
4	21	28	15	0
13	8	8	6	0
17	8	8	6	0
12	10	8	6	0
10	13	26	10	0
13	11	15	7	0
12	6	8	4	0
6	4	5	2	0
22	38	58	26	0
52	86	120	72	0
54	85	125	71	0
58	85	128	70	0
64	97	144	77	0
62	96	141	76	0
66	98	146	80	0
51	86	73	44	0
38	79	69	46	0
40	83	75	51	0
41	89	79	54	0
25	85	75	44	0
20	5	5	6	0
35	13	50	18	0
45	5	55	22	0
36	7	50	31	0
11	0	4	2	0
70	77	64	15	0
82	55	80	21	0
97	61	91	30	0
105	61	96	35	0
69	66	76	18	1
69	66	76	18	1
75	61	76	16	0
81	60	82	19	0
91	66	91	22	0
96	71	96	25	0
87	68	86	18	0
61	73	91	19	0
66	79	101	22	0
71	82	107	24	0
76	86	116	30	0
81	90	122	33	0
90	95	130	38	0
97	111	139	40	0
45	115	143	43	0
22	46	67	20	0
67	60	83	22	0
70	64	86	25	0
22	31	52	16	0
20	26	28	11	0
23	10	20	10	0
36	15	49	30	0
42	10	18	15	0
50	19	25	12	0
10	2	40	20	0
22	5	1	2	0
10	2	0	0	0
20	25	0	4	0
22	30	2	6	0
25	21	3	5	0
26	25	5	7	0
20	22	6	8	0
22	32	10	16	0
25	30	10	15	0
28	5	10	6	0
25	0	10	4	0
20	0	5	3	0
75	60	42	36	0
80	61	45	35	0
82	62	47	38	0
85	65	48	35	0
91	70	51	34	0
92	72	52	35	0
59	75	94	20	0
10	3	93	25	0
17	6	25	10	0
21	5	1	1	0
15	10	4	10	0
32	20	17	22	0
50	29	21	33	0
5	5	3	6	0
4	5	2	6	0
2	4	2	3	0
3	2	0	2	0
1	1	0	1	0
18	7	4	10	0
16	5	0	1	0
9	2	0	0	0
11	0	0	0	0
17	0	0	0	0
11	0	0	0	0
1	0	0	0	0
15	8	4	4	0
25	10	4	5	0
20	6	2	2	0
17	5	2	2	0
15	5	2	1	0
17	4	1	1	0
19	4	1	0	0
42	35	49	40	0
22	26	35	21	0
15	21	4	12	0
21	14	5	16	0
26	17	4	13	0
8	2	0	0	0
6	0	0	0	0
31	5	5	35	0
10	3	0	1	0
7	2	0	1	0
7	2	0	1	0
22	3	0	2	0
5	2	0	1	0
12	10	0	1	0
20	15	0	2	0
32	2	10	3	0
12	3	20	16	0
15	5	25	20	0
10	6	1	0	0
20	30	5	12	0
30	35	0	13	0
10	1	3	4	0
2	7	0	3	0
97	12	8	10	0
102	13	10	12	0
10	15	10	15	0
10	15	0	3	0
10	30	2	10	0
15	5	2	4	0
10	0	0	0	0
65	45	1	8	0
68	40	2	10	0
71	30	2	11	0
10	5	1	0	0
5	0	1	0	0
25	50	27	18	0
25	16	25	14	0
4	18	4	35	0
5	21	4	42	0
15	4	1	1	0
19	4	0	0	0
33	7	1	4	0
61	8	1	2	0
16	10	0	2	0
12	8	0	1	0
15	10	0	3	0
15	8	4	2	0
26	10	9	5	0
30	5	5	3	0
10	1	2	2	0
10	2	0	4	0
80	17	0	23	0
25	10	0	1	0
10	5	0	2	0
12	20	2	5	0
10	15	0	8	0
12	8	2	12	0
25	28	10	38	0
28	20	7	40	0
25	20	8	38	0
40	30	15	72	0
30	10	10	69	0
12	10	6	11	0
15	12	6	13	0
13	7	4	9	0
12	5	3	6	0
9	0	0	0	0
9	0	0	0	0
27	7	2	4	0
22	7	2	4	0
21	10	2	0	0
29	8	3	7	0
23	8	3	5	0
13	4	2	5	0
10	4	2	3	0
7	1	1	1	0
4	0	0	0	0
32	28	20	24	0
33	35	20	24	0
32	36	20	25	0
36	35	23	24	0
37	38	23	26	0
35	37	21	24	0
15	28	12	20	0
16	31	8	22	0
19	30	10	24	0
23	32	8	31	0
37	35	11	30	0
12	2	1	3	0
21	5	2	1	0
12	1	0	0	0
6	0	0	0	0
62	6	3	15	0
42	11	0	6	0
26	2	1	1	0
29	3	1	2	0
69	3	0	1	0
36	8	16	6	0
40	5	21	9	0
19	2	0	0	0
3	14	0	2	0
15	5	10	5	0
13	2	0	1	0
10	1	0	0	0
25	15	15	10	0
20	10	2	4	0
28	3	0	1	0
20	2	0	2	0
10	0	0	0	0
12	4	0	1	0
10	5	0	0	0
10	15	5	4	0
12	10	2	3	0
10	5	0	0	0
10	0	0	0	0
40	60	2	15	0
42	50	2	10	0
40	12	3	7	0
11	21	5	23	0
11	21	5	24	0
10	11	3	16	0
4	1	1	1	0
2	1	0	1	0
20	26	4	30	0
21	26	4	28	0
18	30	5	28	0
37	34	6	30	0
39	38	6	32	0
57	32	9	35	0
68	30	9	32	0
56	29	9	32	0
43	26	9	30	0
40	30	11	30	0
30	30	12	28	0
36	32	12	31	0
35	38	12	32	0
39	21	15	38	0
25	23	18	42	0
22	20	15	35	0
25	16	4	21	0
16	13	2	12	0
22	2	1	7	0
51	4	1	1	0
37	0	0	0	0
10	0	0	0	0
50	4	0	2	0
8	6	16	10	0
9	1	22	13	0
13	1	0	1	0
12	1	0	0	0
15	2	0	1	0
20	4	0	2	0
40	30	0	10	0
50	34	0	15	0
28	11	3	5	0
20	10	5	4	0
25	32	17	10	0
27	33	20	13	0
30	35	22	15	0
32	30	20	13	0
10	2	1	0	0
35	32	22	15	0
38	30	25	18	0
25	28	26	20	0
20	2	1	1	0
80	2	1	1	1
4	12	1	16	0
25	39	2	41	0
4	2	0	3	0
57	16	1	18	0
30	15	1	20	0
10	6	1	2	0
17	9	1	2	0
20	8	0	3	0
36	20	14	28	0
41	21	14	35	0
22	13	12	34	0
16	9	1	9	0
19	2	1	3	0
11	3	0	0	0
10	0	27	20	0
143	5	0	11	0
142	8	0	4	0
11	5	0	11	0
30	22	3	10	0
40	26	5	40	0
29	30	10	55	0
30	32	10	65	0
20	15	12	10	0
25	20	20	16	0
28	23	3	2	0
30	20	3	2	0
20	10	5	4	0
7	1	0	0	0
18	16	0	5	0
19	13	0	2	0
29	0	0	0	0
25	0	0	0	0
168	12	0	3	0
95	15	0	1	0
35	8	0	1	0
61	34	10	8	0
36	20	13	6	0
21	22	16	6	0
18	19	16	5	0
10	5	2	1	0
12	6	5	6	0
25	11	12	15	0
76	16	22	16	0
78	16	3	6	0
46	8	4	2	0
26	5	0	0	0
15	10	5	3	0
20	10	3	2	0
10	9	15	5	0
20	10	35	10	0
22	15	1	6	0
10	5	2	5	0
10	3	0	1	0
10	5	0	0	0
46	20	3	3	0
50	16	1	0	0
20	10	0	0	0
15	10	0	1	0
10	0	0	0	0
5	0	0	0	0
32	10	13	10	0
7	3	13	7	0
92	80	10	62	0
84	79	10	60	0
50	18	2	19	0
41	18	2	18	0
11	0	0	0	0
5	0	0	0	0
2	0	0	0	0
14	2	0	1	0
9	0	0	0	0
3	0	0	0	0
1	0	0	0	0
20	3	0	2	0
23	3	0	2	0
30	4	0	2	0
39	14	4	13	0
12	10	3	12	0
12	10	4	11	0
10	10	4	10	0
16	21	11	33	0
6	8	10	5	0
21	5	2	10	0
33	9	2	3	0
51	15	2	8	0
65	14	0	8	0
50	21	0	5	0
31	22	1	0	0
20	3	0	5	0
15	5	0	0	0
10	0	0	0	0
15	20	2	15	0
20	22	10	16	0
30	32	25	12	0
65	45	50	22	0
67	47	51	20	0
70	50	50	15	0
72	45	52	4	0
75	47	50	5	0
80	46	2	4	0
12	47	0	10	0
15	50	1	10	0
13	40	2	10	0
22	5	3	4	0
10	0	0	2	0
25	21	10	25	0
10	20	10	20	0
97	96	30	60	0
99	99	33	57	0
46	94	31	36	0
8	60	46	68	0
23	64	48	86	0
4	51	40	65	0
12	19	14	20	0
15	22	16	22	0
18	24	18	18	0
19	26	18	19	0
16	26	15	15	0
17	18	12	10	0
16	10	10	9	0
10	5	10	8	0
19	38	55	22	0
12	41	9	5	0
12	28	28	13	0
45	10	10	6	0
30	5	1	1	0
20	6	1	0	0
12	5	0	0	0
10	1	0	1	0
5	0	0	0	0
40	52	52	25	0
30	48	55	10	0
12	20	20	21	0
15	25	12	5	0
10	6	15	4	0
12	8	18	5	0
15	10	1	2	0
10	0	0	0	0
10	0	0	0	0
42	93	118	30	0
40	95	120	32	0
42	98	122	30	0
45	100	125	29	0
95	135	210	56	0
98	140	216	59	0
100	138	175	58	0
102	132	129	58	0
105	134	128	55	0
110	136	125	50	0
110	137	124	50	0
116	138	120	45	0
120	140	122	43	0
125	96	126	35	0
127	98	120	38	0
27	48	44	63	0
22	32	31	43	0
17	10	6	12	0
13	10	6	10	0
15	10	7	11	0
17	10	4	10	0
20	20	15	22	0
21	16	20	26	0
18	13	20	30	0
19	13	22	32	0
15	12	21	32	0
12	8	0	0	0
15	12	2	1	0
38	8	2	25	0
80	10	4	9	0
42	2	0	3	0
11	3	37	8	0
13	7	1	5	0
90	5	6	2	0
96	8	3	1	0
40	10	0	5	0
20	7	0	3	0
10	12	1	1	0
10	12	1	2	0
10	8	1	1	0
10	1	0	0	0
78	17	1	6	0
82	20	1	4	0
85	22	2	5	0
88	20	0	5	0
10	0	0	0	0
40	14	12	14	0
30	10	5	15	0
25	8	4	6	0
20	0	2	2	0
55	28	17	26	0
58	28	17	25	0
46	31	12	15	0
7	8	5	2	0
15	10	7	4	0
7	7	5	2	0
10	5	1	1	0
8	4	1	1	0
3	2	1	1	0
29	22	5	26	0
18	17	2	10	0
20	16	2	1	0
21	15	1	0	0
17	12	1	4	0
9	5	2	2	0
18	1	0	0	0
30	1	2	0	0
40	1	4	1	0
46	1	9	4	0
53	1	12	1	0
60	2	18	1	0
20	23	1	7	0
60	32	20	56	0
68	40	25	63	0
60	34	20	32	0
67	40	25	36	0
73	42	30	39	0
76	45	32	35	0
80	48	35	36	0
85	50	36	38	0
90	45	38	35	0
17	6	1	6	0
10	8	1	8	0
8	6	0	2	0
24	17	11	9	0
35	8	1	6	0
101	10	45	12	0
105	5	55	20	0
36	0	0	0	0
25	2	0	1	0
20	1	1	0	0
44	45	14	69	0
44	48	15	62	0
57	39	16	59	0
27	39	16	59	0
25	20	11	28	0
13	3	0	0	0
11	1	0	0	0
8	0	0	0	0
7	0	0	0	0
6	0	0	0	0
20	12	3	15	0
24	9	2	13	0
10	6	2	9	0
12	5	2	9	0
14	5	2	5	0
15	5	2	4	0
12	3	1	3	0
8	1	0	0	0
8	0	0	0	0
20	22	7	11	0
22	22	7	10	0
25	22	7	12	0
24	15	7	10	0
20	14	5	7	0
18	10	5	6	0
15	6	8	10	0
16	5	0	8	0
12	6	1	3	0
17	12	2	5	0
9	15	2	6	0
11	1	0	0	0
6	0	0	0	0
11	6	1	3	0
15	14	3	10	0
31	6	0	3	0
35	10	0	5	0
56	5	0	3	0
10	2	0	1	0
2	0	0	0	0
11	5	1	6	0
19	11	0	3	0
14	5	0	0	0
12	1	0	0	0
10	0	0	0	0
10	0	0	0	0
65	2	1	5	0
78	4	2	10	0
10	3	10	2	0
10	3	0	1	0
10	5	15	5	0
10	12	2	4	0
12	5	0	1	0
15	8	1	2	0
12	10	1	1	0
10	0	0	1	0
10	0	0	1	0
140	28	47	33	0
50	30	50	36	0
15	20	51	38	0
10	0	0	0	0
80	65	41	34	0
40	65	38	35	0
38	68	40	35	0
35	70	41	38	0
38	72	43	40	0
35	70	45	43	0
30	16	46	34	0
10	10	50	35	0
85	88	62	88	0
88	90	65	85	0
85	87	61	84	0
85	83	61	87	0
89	87	60	88	0
70	85	60	20	0
73	58	62	18	0
44	32	50	19	0
6	6	10	1	0
4	4	7	1	0
5	2	5	1	0
2	1	2	0	0
2	1	1	0	0
1	0	0	0	0
11	15	14	5	0
6	2	2	1	0
8	2	2	1	0
7	4	5	2	0
7	4	0	4	0
10	4	0	4	0
7	3	0	0	0
5	4	0	0	0
3	0	0	0	0
4	0	0	0	0
2	0	0	0	0
1	0	0	0	0
8	18	10	4	0
28	18	16	7	0
30	19	16	7	0
32	16	16	7	0
30	18	17	7	0
26	16	18	7	0
25	20	18	8	0
33	21	23	9	0
31	20	21	9	0
20	18	21	8	0
17	15	19	5	0
15	18	23	5	0
12	15	13	6	0
15	12	21	8	0
24	2	0	0	0
26	3	1	1	0
6	3	0	0	0
8	31	17	38	0
10	31	4	42	0
43	6	1	16	0
69	17	2	15	0
34	15	2	25	0
28	24	1	30	0
13	10	1	13	0
38	6	1	10	0
32	1	0	1	0
37	2	0	2	0
39	1	0	2	0
12	2	5	2	0
10	1	3	6	0
10	0	0	0	0
10	0	0	0	0
30	15	0	19	0
10	15	2	6	0
10	12	0	3	0
10	8	0	5	0
15	5	1	2	0
10	0	0	0	0
10	0	0	0	0
10	42	0	25	0
10	7	1	6	0
10	2	1	3	0
25	39	55	101	0
25	15	4	25	0
50	60	19	28	0
22	15	6	28	0
18	12	7	29	0
15	10	2	31	0
12	5	2	0	0
5	0	0	0	0
30	36	10	66	0
23	20	10	24	0
10	0	0	0	0
25	22	10	75	0
98	83	46	90	0
96	86	51	90	0
98	83	25	83	0
8	34	19	129	0
13	60	20	88	0
18	63	20	82	0
15	58	20	80	0
20	65	27	80	0
17	71	30	88	0
14	70	30	85	0
16	70	32	88	0
20	60	34	95	0
25	64	36	98	0
29	66	37	96	0
33	36	38	102	0
31	35	38	101	0
35	38	22	70	0
41	32	14	60	0
32	35	16	63	0
16	31	8	21	0
18	21	3	19	0
16	5	2	11	0
26	11	5	16	0
41	18	1	5	0
8	5	2	1	0
11	17	2	0	0
11	18	3	1	0
51	11	1	3	0
15	1	0	0	0
45	1	0	1	0
27	1	0	1	0
24	3	0	2	0
15	6	0	2	0
20	5	1	1	0
12	1	0	0	0
10	1	0	0	0
10	0	0	0	0
61	2	0	1	0
30	5	0	0	0
25	6	1	1	0
30	7	0	1	0
10	1	1	2	0
10	0	0	0	0
45	2	0	1	0
10	5	0	1	0
14	13	0	4	0
10	2	0	1	0
10	0	0	0	0
10	0	0	0	0
15	20	50	20	0
10	12	50	20	0
10	8	47	18	0
15	10	50	20	0
10	1	1	0	0
10	0	0	0	0
22	20	20	23	0
25	20	15	25	0
15	22	15	25	0
15	21	18	26	0
12	20	18	9	0
10	0	0	0	0
10	0	0	0	0
72	64	84	21	123
18	12	10	9	0
15	10	12	2	0
15	10	7	3	0
10	0	2	1	0
33	42	31	50	0
35	45	35	46	0
38	46	32	47	0
35	44	28	43	0
5	2	1	5	1
5	2	1	5	1
1	3	3	8	0
35	73	22	144	2
22	66	22	148	2
22	70	23	150	2
20	72	25	155	2
26	82	24	160	2
22	82	26	164	2
21	75	26	144	2
23	46	15	70	0
16	25	10	48	1
19	22	8	42	1
23	20	8	35	1
29	20	8	36	1
32	18	7	36	0
33	22	8	40	0
37	30	10	48	0
50	36	12	53	0
53	37	12	55	0
44	32	12	55	0
39	32	12	56	0
35	30	11	55	0
32	30	12	58	0
35	30	12	60	0
24	35	12	62	0
22	19	13	71	0
21	16	13	69	0
18	19	15	66	0
11	13	13	69	0
9	12	3	21	0
10	11	2	12	0
23	25	9	56	0
20	3	0	6	0
16	6	1	11	0
23	8	2	21	0
42	11	6	28	0
80	20	2	14	0
95	18	5	9	0
91	15	3	8	0
10	11	0	7	0
6	8	0	10	0
25	3	2	4	0
5	7	7	7	0
31	55	0	9	0
53	62	1	45	0
55	80	3	60	0
42	90	5	66	0
60	62	20	75	0
82	70	26	90	0
90	40	30	80	0
95	46	30	65	0
98	48	32	68	0
100	50	30	70	0
102	53	30	74	0
105	55	32	78	0
47	55	28	75	0
50	57	30	79	0
32	60	27	82	0
35	60	30	85	0
38	62	32	88	0
40	60	35	90	0
42	69	35	93	0
45	67	35	95	0
7	15	5	7	0
20	13	6	8	0
13	6	2	2	0
4	0	0	0	0
17	3	0	0	0
9	0	0	0	0
50	5	2	0	0
30	5	2	0	0
51	6	0	11	0
38	24	5	10	0
52	10	1	10	0
20	20	0	11	0
32	35	8	28	0
30	37	5	30	0
32	40	3	31	0
35	42	5	25	0
47	50	15	42	0
50	51	14	40	0
55	58	18	45	0
60	50	15	39	0
7	29	14	11	0
13	25	15	10	0
12	16	10	5	0
9	3	1	1	0
17	3	0	0	0
4	0	0	0	0
5	0	0	0	0
2	0	0	0	0
21	11	4	2	0
13	4	0	0	0
16	2	0	5	0
19	1	0	1	0
43	7	1	4	0
20	30	2	1	0
10	35	0	5	0
10	50	2	11	0
10	11	1	0	0
15	10	0	15	0
10	8	0	12	0
12	2	1	2	0
10	1	0	0	0
10	0	0	0	0
5	0	0	0	0
20	28	6	7	6
30	32	9	9	9
12	25	10	8	6
15	30	8	14	2
10	25	0	15	0
5	10	0	11	0
542	289	541	193	215
45	150	87	135	0
42	60	35	78	0
20	6	7	5	0
10	2	2	1	0
10	1	0	0	0
24	15	8	24	0
144	50	41	3	60
65	55	38	15	1
22	28	8	6	0
5	0	1	0	0
25	30	10	8	0
12	20	9	2	6
98	20	2	1	0
16	97	28	97	0
10	0	0	0	0
22	5	0	3	0
17	32	18	65	0
20	35	20	66	0
23	36	22	65	0
20	38	25	66	0
35	90	42	30	0
42	108	50	37	0
40	115	55	40	0
25	60	50	45	0
36	117	91	63	0
38	115	70	65	0
20	10	22	6	0
110	205	411	101	0
112	206	413	104	0
131	229	446	109	0
125	225	439	106	0
121	211	441	102	0
105	195	421	95	0
95	198	416	98	0
91	190	405	95	0
93	186	385	101	0
101	192	377	102	0
113	194	371	90	0
108	204	345	75	0
115	211	321	46	0
111	201	271	50	0
125	210	286	55	0
115	191	252	61	0
61	195	257	56	0
65	188	251	61	0
80	178	255	41	0
76	181	235	41	0
80	145	203	44	0
87	118	187	26	0
91	128	191	25	0
94	115	210	30	0
101	134	221	38	0
105	160	266	44	0
101	143	276	49	0
121	152	250	45	0
136	161	271	50	0
161	175	291	56	1
103	345	430	64	0
110	331	401	62	0
105	360	412	65	0
115	371	422	66	0
105	390	401	60	0
120	460	486	71	0
111	480	471	68	0
101	512	487	75	0
105	571	460	75	0
112	591	450	70	0
93	597	401	64	0
105	615	410	61	0
130	641	430	66	0
120	651	426	65	0
110	663	420	66	0
95	672	405	65	0
101	680	416	66	0
127	494	361	54	0
71	393	401	76	0
91	403	412	81	0
95	413	432	86	0
110	395	475	91	0
60	405	503	102	0
90	298	425	72	0
146	390	460	82	0
106	291	477	85	1
136	270	466	76	0
160	281	475	81	0
149	316	486	87	0
219	124	201	34	0
325	200	317	56	0
161	170	282	50	0
272	178	258	43	0
134	250	381	58	0
36	249	335	38	0
40	165	261	30	0
50	176	290	39	0
71	186	309	46	0
78	190	330	51	0
81	181	312	47	0
86	190	320	50	0
91	181	326	46	0
83	190	332	51	0
92	208	341	54	0
106	221	317	49	0
37	201	313	50	0
31	214	326	50	0
64	194	301	48	0
70	186	311	57	0
63	105	182	31	0
77	108	173	26	0
43	52	97	16	0
80	85	370	60	0
63	44	310	41	0
70	50	333	50	0
51	38	292	30	0
55	42	305	39	0
70	30	395	58	0
60	26	312	46	0
89	32	237	34	0
96	36	218	31	0
105	93	196	78	0
103	41	183	22	0
112	46	202	30	0
120	50	215	32	0
135	60	213	38	0
153	40	198	42	0
170	30	176	32	0
190	25	155	16	0
162	26	158	18	0
170	30	163	15	0
172	20	168	22	0
190	26	163	25	0
190	35	160	25	0
160	30	150	30	1
180	32	160	33	1
190	35	168	35	1
205	38	179	36	1
192	33	160	33	1
190	30	166	30	1
172	28	170	32	1
181	30	178	36	1
135	40	155	40	2
130	32	140	30	2
120	30	133	22	1
105	22	132	19	0
95	20	126	18	0
103	20	119	22	0
55	8	99	19	0
63	10	25	10	0
60	13	20	9	0
40	7	4	5	0
35	15	4	6	0
35	5	8	5	0
29	12	3	3	0
10	0	4	4	0
540	810	695	98	2
520	750	697	100	1
490	690	695	103	1
450	610	680	105	1
430	570	690	110	2
410	510	640	105	2
390	490	650	101	2
356	480	650	108	3
366	490	610	102	2
390	480	595	98	1
420	450	575	96	1
410	430	565	98	1
402	420	556	95	1
410	412	560	98	1
402	409	566	100	1
410	412	573	102	1
404	322	436	72	1
410	320	440	70	1
430	324	446	72	1
452	333	448	76	1
470	312	450	72	0
488	309	442	68	0
480	315	455	74	0
460	338	478	85	0
470	352	498	90	0
455	370	515	95	0
435	395	548	98	0
338	482	716	114	1
338	420	550	88	0
414	526	696	121	2
291	447	560	86	3
176	455	516	72	2
180	460	520	75	2
130	122	451	73	2
110	125	142	75	0
62	101	70	65	0
60	67	46	68	0
62	69	6	65	0
60	67	4	60	0
8	0	0	0	0
5	0	0	0	0
19	5	1	6	0
15	4	1	4	0
17	4	1	4	0
20	6	2	7	0
30	41	14	24	0
35	35	12	24	0
35	21	5	21	0
22	20	5	25	0
26	4	2	3	0
37	6	11	7	0
51	10	0	0	0
65	9	0	6	0
70	9	1	10	0
83	5	1	0	0
92	8	1	0	0
100	10	0	1	0
65	5	0	2	0
12	5	1	1	0
10	10	0	0	0
52	87	28	83	0
60	92	30	90	0
50	95	28	92	0
52	98	30	95	0
55	95	32	97	0
50	92	32	97	0
58	97	35	100	0
30	10	0	1	0
10	4	30	5	0
22	5	5	10	0
40	20	30	27	0
60	30	75	55	0
35	25	32	15	0
17	1	3	3	0
12	8	5	34	0
20	10	4	3	0
25	4	5	5	0
3	34	6	19	0
2	11	3	12	0
6	2	0	0	0
13	7	3	7	0
11	8	3	4	0
8	6	2	4	0
12	6	2	5	0
15	6	2	4	0
12	7	3	5	0
10	1	0	0	0
22	32	20	20	0
26	42	21	25	0
25	42	21	22	0
18	46	25	26	0
21	43	28	16	0
11	32	14	9	0
6	3	12	11	0
12	10	3	2	0
13	25	3	11	0
26	2	3	1	0
30	1	6	2	0
15	1	6	11	0
18	2	0	1	0
10	1	0	0	0
20	25	6	30	0
25	29	10	31	0
30	32	12	35	0
8	25	8	10	0
3	10	5	6	0
4	1	0	0	0
15	5	4	4	0
17	5	7	4	0
13	2	2	3	0
4	1	2	1	0
23	20	15	6	0
20	20	15	5	0
24	20	14	5	0
29	7	15	6	0
21	6	16	6	0
22	8	20	8	0
26	10	23	11	0
31	11	3	11	0
37	9	3	1	0
26	4	10	8	0
57	25	1	8	0
6	8	3	1	0
35	22	3	6	0
30	26	6	10	0
35	31	10	19	0
20	3	0	1	0
30	13	0	4	0
10	2	2	2	0
25	45	6	66	0
28	47	4	10	0
30	55	3	8	0
20	57	5	10	0
1	10	27	0	0
203	736	1212	380	0
88	332	546	183	0
66	292	497	165	0
38	69	76	24	0
13	29	44	18	0
11	10	19	13	0
26	25	42	18	0
10	13	19	6	0
167	514	638	302	0
130	316	452	196	0
67	78	114	67	0
32	63	92	58	0
37	78	108	68	0
14	55	76	50	0
12	29	36	32	0
9	16	18	16	0
7	7	2	2	0
10	8	3	6	0
13	8	5	12	0
4	0	0	0	0
36	14	11	18	0
35	14	10	17	0
36	10	6	10	0
27	6	4	5	0
61	90	78	71	0
42	71	67	73	0
45	72	70	60	0
41	75	70	62	0
45	80	72	60	0
25	66	37	51	0
20	71	36	55	0
21	76	41	57	0
25	31	18	31	0
13	12	6	19	0
19	12	18	49	0
31	20	6	16	0
15	23	1	14	0
11	18	5	13	0
15	21	5	15	0
26	32	4	16	0
12	22	3	9	0
52	20	6	12	0
70	26	10	30	0
77	30	12	41	0
52	40	10	48	0
40	47	2	32	0
25	20	1	23	0
30	25	8	15	0
10	35	10	18	0
10	10	6	7	0
100	123	65	95	0
102	125	68	98	0
105	128	72	102	0
110	131	76	104	0
102	120	61	90	0
105	122	64	75	0
4	5	5	4	0
1	3	2	2	0
1	1	1	1	0
18	30	45	17	0
22	33	49	15	0
27	30	50	15	0
18	32	52	16	0
10	17	30	8	0
7	13	30	6	0
10	18	34	6	0
